Keyword,Weight_A,Weight_B,Topic_ID,Label
proverbs,0.0,1.4709883660617575,0,General Language Studies (Mega-Topic)
dmc,0.0,1.6205830480413554,0,General Language Studies (Mega-Topic)
pragmatics,0.0,1.739555810293233,0,General Language Studies (Mega-Topic)
education,0.0,1.794538965716315,0,General Language Studies (Mega-Topic)
autonomy,0.0,1.8244518270569923,0,General Language Studies (Mega-Topic)
classroom,0.0,1.8695962945683315,0,General Language Studies (Mega-Topic)
ideologies,0.0,1.9642620619731033,0,General Language Studies (Mega-Topic)
development,0.0,1.979792372529961,0,General Language Studies (Mega-Topic)
sa,0.0,2.3288165261258027,0,General Language Studies (Mega-Topic)
intercultural,0.0,2.6913385493338438,0,General Language Studies (Mega-Topic)
teacher,0.0,3.4101407012420415,0,General Language Studies (Mega-Topic)
guides,0.7439803691033895,0.0,1,Learner Affect & Motivation
trait,0.765744813858874,0.0,1,Learner Affect & Motivation
language,0.7751078968202574,1.0973452283760505,1,Learner Affect & Motivation
future,0.7781067531692837,0.0,1,Learner Affect & Motivation
regulatory,0.7857991032723718,0.0,1,Learner Affect & Motivation
role,0.7860623116900083,0.0,1,Learner Affect & Motivation
wtc,0.787429110736642,3.2568905547007874,1,Learner Affect & Motivation
data,0.8047116824490371,0.0,1,Learner Affect & Motivation
performance,0.8069232875415677,2.3233137073049313,1,Learner Affect & Motivation
achievement,0.8377366078179039,0.0,1,Learner Affect & Motivation
fla,0.8399240472895192,1.451042624008062,1,Learner Affect & Motivation
focus,0.8495301629768178,0.0,1,Learner Affect & Motivation
sdt,0.9262464092119284,0.0,1,Learner Affect & Motivation
classroom,0.9539049080187492,0.0,1,Learner Affect & Motivation
study,0.9808871182882613,1.0109588272770846,1,Learner Affect & Motivation
teacher,1.024835957480516,0.0,1,Learner Affect & Motivation
model,1.0327661773476022,1.6249157071996065,1,Learner Affect & Motivation
learning,1.049001451464023,3.7307382820105968,1,Learner Affect & Motivation
anxiety,1.0508083441591793,2.1612225657716717,1,Learner Affect & Motivation
related,1.0581612156707472,0.0,1,Learner Affect & Motivation
strategies,1.0603360409351335,1.2907383122153453,1,Learner Affect & Motivation
variables,1.07375082516997,0.0,1,Learner Affect & Motivation
mediation,1.0779291844683174,0.0,1,Learner Affect & Motivation
tasks,1.090402071082155,0.0,1,Learner Affect & Motivation
macintyre,1.1566315214768559,0.0,1,Learner Affect & Motivation
ce,1.2043785081915257,0.0,1,Learner Affect & Motivation
tei,1.2198296247245453,0.0,1,Learner Affect & Motivation
emotional,1.2326086695220597,2.057223674138127,1,Learner Affect & Motivation
enjoyment,1.2367655857621234,1.9612158809676896,1,Learner Affect & Motivation
fl,1.259656062169109,0.0,1,Learner Affect & Motivation
motivational,1.2611521525232026,0.0,1,Learner Affect & Motivation
negative,1.277896062644774,2.021886149179057,1,Learner Affect & Motivation
promotion,1.3028475522909335,0.0,1,Learner Affect & Motivation
prevention,1.333240129796513,0.0,1,Learner Affect & Motivation
theory,1.344690602098386,0.0,1,Learner Affect & Motivation
dewaele,1.4426457861468784,0.0,1,Learner Affect & Motivation
positive,1.7451305150611676,2.3030083539131376,1,Learner Affect & Motivation
learners,1.7468191304451561,2.46470324273308,1,Learner Affect & Motivation
students,1.826833342219448,3.105781566835543,1,Learner Affect & Motivation
learner,1.8526775344757196,1.6380302858655147,1,Learner Affect & Motivation
flca,1.9667484508290136,0.0,1,Learner Affect & Motivation
emotions,1.991144952145781,6.561089436849789,1,Learner Affect & Motivation
ideal,1.9943550883623244,0.0,1,Learner Affect & Motivation
selves,2.1714651771177644,0.0,1,Learner Affect & Motivation
ought,2.2237809025894917,0.0,1,Learner Affect & Motivation
task,2.68857386004122,1.1729408368309813,1,Learner Affect & Motivation
l2,2.7672380810046455,1.9415632991696419,1,Learner Affect & Motivation
motivation,2.796194360386243,2.01489945817287,1,Learner Affect & Motivation
fle,2.89986646192606,1.482436598558032,1,Learner Affect & Motivation
self,3.1058421835777605,3.805165957218227,1,Learner Affect & Motivation
al,0.0,0.9331059532714253,1,Learner Affect & Motivation
regulated,0.0,0.9679495690501377,1,Learner Affect & Motivation
reactions,0.0,0.9781301268689535,1,Learner Affect & Motivation
cognitive,0.0,0.9831926554477257,1,Learner Affect & Motivation
writing,0.0,0.9851946935463056,1,Learner Affect & Motivation
praise,0.0,0.9865795726957234,1,Learner Affect & Motivation
teachers,0.0,0.9936339866253476,1,Learner Affect & Motivation
loop,0.0,1.0007498059970263,1,Learner Affect & Motivation
like,0.0,1.0008282947658558,1,Learner Affect & Motivation
pp,0.0,1.0393245859158622,1,Learner Affect & Motivation
altruistic,0.0,1.064264437678265,1,Learner Affect & Motivation
improvement,0.0,1.0960519634284784,1,Learner Affect & Motivation
experience,0.0,1.1146951052141014,1,Learner Affect & Motivation
student,0.0,1.237273178473223,1,Learner Affect & Motivation
emotion,0.0,1.2391625649534308,1,Learner Affect & Motivation
fsqca,0.0,1.26499381539733,1,Learner Affect & Motivation
research,0.0,1.2695736844079053,1,Learner Affect & Motivation
factor,0.0,1.324608097705867,1,Learner Affect & Motivation
srcvoc,0.0,1.3605232208630809,1,Learner Affect & Motivation
control,0.0,1.3937415113688418,1,Learner Affect & Motivation
speaking,0.0,1.5394246703516594,1,Learner Affect & Motivation
srl,0.0,1.5708908552857161,1,Learner Affect & Motivation
process,0.0,1.8676798080012236,1,Learner Affect & Motivation
er,0.0,1.9746154350971339,1,Learner Affect & Motivation
wcf,0.0,2.1019283465498364,1,Learner Affect & Motivation
regulation,0.0,2.2078987862520307,1,Learner Affect & Motivation
engagement,0.0,2.314354281197383,1,Learner Affect & Motivation
feedback,0.0,5.0955158192634435,1,Learner Affect & Motivation
takers,0.7073973856767207,0.0,2,Lexical Studies
used,0.7188396841839017,0.0,2,Lexical Studies
length,0.7249743159593404,0.0,2,Lexical Studies
gains,0.731858851258835,0.0,2,Lexical Studies
nation,0.73900977642889,0.0,2,Lexical Studies
mediation,0.7443297162660434,0.0,2,Lexical Studies
results,0.748183200583269,0.0,2,Lexical Studies
students,0.786949418071875,0.9118258523919367,2,Lexical Studies
000,0.8031171994819585,0.0,2,Lexical Studies
form,0.8102574934066404,0.0,2,Lexical Studies
use,0.8258150071704019,1.2430636290595232,2,Lexical Studies
dictionary,0.8366471811463947,0.0,2,Lexical Studies
number,0.8395775057193033,0.0,2,Lexical Studies
laufer,0.8433151667706875,0.0,2,Lexical Studies
learner,0.8521186601116065,0.49253010988203216,2,Lexical Studies
language,0.8618550874196259,0.5822193357092268,2,Lexical Studies
tool,0.8634213430279833,0.0,2,Lexical Studies
spelling,0.8794824478240835,0.0,2,Lexical Studies
incidental,0.8800101287604956,0.0,2,Lexical Studies
readers,0.8966612464375769,0.0,2,Lexical Studies
ddl,0.9058429179665838,0.0,2,Lexical Studies
tasks,0.939824882093918,0.0,2,Lexical Studies
processing,0.9479038934819851,0.0,2,Lexical Studies
score,0.9497210059635691,0.0,2,Lexical Studies
task,0.9533613987086172,0.0,2,Lexical Studies
acquisition,0.961880483531629,0.0,2,Lexical Studies
inferencing,1.003849961313622,0.0,2,Lexical Studies
studies,1.038803420175854,0.5584127733574666,2,Lexical Studies
based,1.0784450167010866,0.4820123982113729,2,Lexical Studies
meaning,1.0971624560086324,0.5563152926027947,2,Lexical Studies
knowledge,1.1310825049479738,2.4325568235729276,2,Lexical Studies
corpus,1.1360866006755088,0.0,2,Lexical Studies
texts,1.1667473308404126,0.6800014887151746,2,Lexical Studies
items,1.3242339123552385,0.0,2,Lexical Studies
frequency,1.3350586052091338,0.583109805675685,2,Lexical Studies
test,1.4686989587516084,0.6292655298193511,2,Lexical Studies
da,1.476674075187549,0.0,2,Lexical Studies
difficulty,1.5072470901713917,0.0,2,Lexical Studies
text,1.5950721465581312,0.0,2,Lexical Studies
l2,1.662506422102756,0.45533047307499624,2,Lexical Studies
comprehension,1.7739621329164217,0.0,2,Lexical Studies
glosses,1.8185662634434772,0.0,2,Lexical Studies
coverage,1.9374085208363203,0.0,2,Lexical Studies
reading,2.066976114146071,0.0,2,Lexical Studies
learners,2.116020629424648,0.46041344473675927,2,Lexical Studies
words,2.266242495145985,1.480213349258196,2,Lexical Studies
lexical,2.322767672762068,1.563383173031977,2,Lexical Studies
learning,2.541905408168775,0.0,2,Lexical Studies
word,3.6144016100962917,1.670089739226339,2,Lexical Studies
vocabulary,4.481639838646517,3.582289401637149,2,Lexical Studies
russian,0.0,0.45116565791427216,2,Lexical Studies
syntactic,0.0,0.46139263262622165,2,Lexical Studies
cca,0.0,0.46446316199377297,2,Lexical Studies
lists,0.0,0.46814977830420285,2,Lexical Studies
construct,0.0,0.476595092252939,2,Lexical Studies
development,0.0,0.49058917972995714,2,Lexical Studies
size,0.0,0.49204400589874103,2,Lexical Studies
durrant,0.0,0.4959939049249022,2,Lexical Studies
courses,0.0,0.497318429177634,2,Lexical Studies
sentence,0.0,0.504727310970153,2,Lexical Studies
srvl,0.0,0.5098480213617773,2,Lexical Studies
validity,0.0,0.514242802656845,2,Lexical Studies
research,0.0,0.5328639831678065,2,Lexical Studies
untimed,0.0,0.5493952057704209,2,Lexical Studies
writers,0.0,0.5753945638260319,2,Lexical Studies
depth,0.0,0.5849382266794001,2,Lexical Studies
automatic,0.0,0.6179940024907745,2,Lexical Studies
time,0.0,0.6252932567840093,2,Lexical Studies
factor,0.0,0.6269326866763006,2,Lexical Studies
avl,0.0,0.6273338458126837,2,Lexical Studies
different,0.0,0.6327696283763855,2,Lexical Studies
ld,0.0,0.6415135902988317,2,Lexical Studies
levels,0.0,0.6659980946206341,2,Lexical Studies
assignments,0.0,0.6790131263342501,2,Lexical Studies
novice,0.0,0.679482864393754,2,Lexical Studies
derivational,0.0,0.700126741076755,2,Lexical Studies
measures,0.0,0.7196409826898948,2,Lexical Studies
study,0.0,0.8081973584531227,2,Lexical Studies
tests,0.0,0.8087352056325583,2,Lexical Studies
list,0.0,0.8433993133366762,2,Lexical Studies
expert,0.0,0.9450337208992182,2,Lexical Studies
academic,0.0,1.1304008738039617,2,Lexical Studies
proficiency,0.0,1.2334288903058386,2,Lexical Studies
belf,0.551411457956955,0.0,3,Writing Task Design & Complexity
communicative,0.5533908922773199,0.0,3,Writing Task Design & Complexity
features,0.5546853158000619,1.3387893419470076,3,Writing Task Design & Complexity
studies,0.5615207592966273,0.6106712927668784,3,Writing Task Design & Complexity
meaning,0.5759104505343241,0.0,3,Writing Task Design & Complexity
pronunciation,0.5765312626115504,0.0,3,Writing Task Design & Complexity
example,0.5777431466416247,0.0,3,Writing Task Design & Complexity
listeners,0.584170755387617,0.0,3,Writing Task Design & Complexity
interlocutors,0.5872170085063931,0.0,3,Writing Task Design & Complexity
number,0.5970557720886451,0.0,3,Writing Task Design & Complexity
juede,0.6067010502813143,0.0,3,Writing Task Design & Complexity
turns,0.6188946587936139,0.0,3,Writing Task Design & Complexity
clarity,0.6272553509058197,0.0,3,Writing Task Design & Complexity
tasks,0.6274543101778791,0.0,3,Writing Task Design & Complexity
rate,0.6286708988909361,0.0,3,Writing Task Design & Complexity
proficiency,0.6288499349277062,0.9750415732197676,3,Writing Task Design & Complexity
utterance,0.6383954439445482,0.0,3,Writing Task Design & Complexity
ratings,0.6688885984958252,0.0,3,Writing Task Design & Complexity
english,0.7123753782162671,0.6137889938988194,3,Writing Task Design & Complexity
dialogue,0.7125881397910523,0.0,3,Writing Task Design & Complexity
acts,0.7153017421985831,0.0,3,Writing Task Design & Complexity
research,0.7486421568855222,0.7199281133766342,3,Writing Task Design & Complexity
discourse,0.751002751427213,0.6339891213191489,3,Writing Task Design & Complexity
perceived,0.7798162998058273,0.0,3,Writing Task Design & Complexity
pragmatics,0.8061162267479948,0.0,3,Writing Task Design & Complexity
speaking,0.8206396555732853,0.7249533095295045,3,Writing Task Design & Complexity
test,0.8426579225969153,0.0,3,Writing Task Design & Complexity
native,0.8595274825458572,0.6881056739118019,3,Writing Task Design & Complexity
expressions,0.900753358518427,0.0,3,Writing Task Design & Complexity
used,0.9085629586764095,0.6206224596054095,3,Writing Task Design & Complexity
language,0.9195699384949592,0.0,3,Writing Task Design & Complexity
stance,0.9322767699130486,0.0,3,Writing Task Design & Complexity
speaker,0.9585334601620882,1.0103602426153173,3,Writing Task Design & Complexity
turn,0.960496774925393,0.0,3,Writing Task Design & Complexity
heritage,1.0192375709222279,0.0,3,Writing Task Design & Complexity
strategies,1.0213208667933102,0.0,3,Writing Task Design & Complexity
oral,1.0319721755988347,0.6330319950193457,3,Writing Task Design & Complexity
use,1.058848203701832,0.6158493200611929,3,Writing Task Design & Complexity
business,1.0971389398321867,0.0,3,Writing Task Design & Complexity
taking,1.1504201193608503,0.0,3,Writing Task Design & Complexity
nonnative,1.2087158714425725,0.0,3,Writing Task Design & Complexity
communication,1.219048611523424,0.0,3,Writing Task Design & Complexity
pauses,1.3222154862643665,1.1203515475128056,3,Writing Task Design & Complexity
elf,1.39669459278729,0.0,3,Writing Task Design & Complexity
interactional,1.4892317022328037,0.0,3,Writing Task Design & Complexity
pragmatic,1.7983150312454685,0.7066799020550418,3,Writing Task Design & Complexity
competence,1.8100664049045818,0.0,3,Writing Task Design & Complexity
speakers,2.17316144378633,1.1158365452403323,3,Writing Task Design & Complexity
speech,3.0293447738565145,2.9965334964106582,3,Writing Task Design & Complexity
fluency,3.3721594855372823,1.3421066831844348,3,Writing Task Design & Complexity
occurrence,0.0,0.579334000977767,3,Writing Task Design & Complexity
prominence,0.0,0.5832424322971439,3,Writing Task Design & Complexity
pronouns,0.0,0.5843877504340818,3,Writing Task Design & Complexity
worry,0.0,0.5975783938717125,3,Writing Task Design & Complexity
silent,0.0,0.600969031055178,3,Writing Task Design & Complexity
different,0.0,0.6039817464774186,3,Writing Task Design & Complexity
power,0.0,0.626640650014613,3,Writing Task Design & Complexity
act,0.0,0.6276798594993694,3,Writing Task Design & Complexity
situations,0.0,0.6279445036462027,3,Writing Task Design & Complexity
don,0.0,0.6392702329861888,3,Writing Task Design & Complexity
pdr,0.0,0.6406927177455546,3,Writing Task Design & Complexity
level,0.0,0.6461874247028276,3,Writing Task Design & Complexity
choices,0.0,0.6647403056049861,3,Writing Task Design & Complexity
patterns,0.0,0.6687393103807227,3,Writing Task Design & Complexity
chains,0.0,0.6794925900491329,3,Writing Task Design & Complexity
effort,0.0,0.6982009138889814,3,Writing Task Design & Complexity
rising,0.0,0.7753285210135168,3,Writing Task Design & Complexity
ce,0.0,0.8214156085316419,3,Writing Task Design & Complexity
intonation,0.0,0.8385066838993501,3,Writing Task Design & Complexity
metadiscourse,0.0,0.8896437393430455,3,Writing Task Design & Complexity
tones,0.0,0.8975877564754196,3,Writing Task Design & Complexity
l2,0.0,0.9342059519081618,3,Writing Task Design & Complexity
requests,0.0,0.9618885105320776,3,Writing Task Design & Complexity
learners,0.0,1.0241900087322755,3,Writing Task Design & Complexity
contextual,0.0,1.082206087690114,3,Writing Task Design & Complexity
disfluencies,0.0,1.1990174999576761,3,Writing Task Design & Complexity
korean,0.0,1.2373728658900456,3,Writing Task Design & Complexity
politeness,0.0,1.3313536826991923,3,Writing Task Design & Complexity
meanings,0.0,1.3842831010997376,3,Writing Task Design & Complexity
prosody,0.0,1.4293472488947148,3,Writing Task Design & Complexity
prosodic,0.0,1.5596842365230397,3,Writing Task Design & Complexity
pitch,0.0,2.040256549031771,3,Writing Task Design & Complexity
disfluency,0.0,3.287424014811471,3,Writing Task Design & Complexity
measures,0.46413999145135987,0.6073508260983476,4,"Speech, Fluency & Pronunciation"
pressured,0.47266534588553416,0.0,4,"Speech, Fluency & Pronunciation"
construct,0.47765553872198074,0.0,4,"Speech, Fluency & Pronunciation"
takers,0.48076802117240786,0.0,4,"Speech, Fluency & Pronunciation"
performance,0.485928455930841,0.916095843335972,4,"Speech, Fluency & Pronunciation"
reader,0.4911317127288402,0.0,4,"Speech, Fluency & Pronunciation"
results,0.5035362025631721,0.0,4,"Speech, Fluency & Pronunciation"
time,0.5037204642392196,0.0,4,"Speech, Fluency & Pronunciation"
assessment,0.5113557816848673,0.0,4,"Speech, Fluency & Pronunciation"
narrative,0.512662813797182,0.5805816228048089,4,"Speech, Fluency & Pronunciation"
unpressured,0.5157362171749824,0.0,4,"Speech, Fluency & Pronunciation"
written,0.5234100872946941,0.899111664515826,4,"Speech, Fluency & Pronunciation"
based,0.5531398019795793,0.0,4,"Speech, Fluency & Pronunciation"
genres,0.5581771806929322,0.0,4,"Speech, Fluency & Pronunciation"
fluency,0.5797881932403312,0.0,4,"Speech, Fluency & Pronunciation"
tools,0.5896102617396853,0.0,4,"Speech, Fluency & Pronunciation"
model,0.6014223680235701,0.7096042723759312,4,"Speech, Fluency & Pronunciation"
language,0.6123928914703676,0.6073918196428146,4,"Speech, Fluency & Pronunciation"
memo,0.6132714850067679,0.0,4,"Speech, Fluency & Pronunciation"
cognitive,0.6244228255953873,0.716113816449017,4,"Speech, Fluency & Pronunciation"
demands,0.6253460024458767,0.0,4,"Speech, Fluency & Pronunciation"
students,0.6275759998339208,0.0,4,"Speech, Fluency & Pronunciation"
essays,0.6428296009138564,0.7398346127887037,4,"Speech, Fluency & Pronunciation"
syntactic,0.6453398040905037,0.9101101497347789,4,"Speech, Fluency & Pronunciation"
